UTILITYID,UTILNAME,STATE_CODE,YEAR,MONTH,TOT_REV (Thousand $),TOT_SALES (MwH), TOTAL CUSTOMERS 
14711,Pennsylvania Electric Co,NY,2012,3,445.61,5979.58,3758
14711,Pennsylvania Electric Co,PA,2012,3,45914.31,365993.83,446500
14711,Pennsylvania Electric Co,NY,2012,4,404.75,4913.76,3764
14711,Pennsylvania Electric Co,PA,2012,4,43384.33,338765.51,439687
14711,Pennsylvania Electric Co,NY,2012,5,427.36,5479.58,3762
14711,Pennsylvania Electric Co,PA,2012,5,41010.96,320367.52,434955
14711,Pennsylvania Electric Co,NY,2012,6,398.78,4889.45,3759
14711,Pennsylvania Electric Co,PA,2012,6,41668.72,355119.8,431533
14711,Pennsylvania Electric Co,NY,2012,7,550.46,4752.33,3746
14711,Pennsylvania Electric Co,PA,2012,7,47618.27,403671.72,427279
14711,Pennsylvania Electric Co,NY,2012,8,397.93,4439,3680
14711,Pennsylvania Electric Co,PA,2012,8,46295.29,392265.19,421119
14711,Pennsylvania Electric Co,NY,2012,9,442.5,4501.03,3622
14711,Pennsylvania Electric Co,PA,2012,9,37722.48,331770.91,416079
14711,Pennsylvania Electric Co,NY,2012,10,405.08,4059.77,3755
14711,Pennsylvania Electric Co,PA,2012,10,35960.74,305966.82,411614
14711,Pennsylvania Electric Co,NY,2012,11,456.78,4701.94,3568
14711,Pennsylvania Electric Co,PA,2012,11,40452.66,351418.86,406184
14711,Pennsylvania Electric Co,NY,2012,12,522.5,4968.12,3547
14711,Pennsylvania Electric Co,PA,2012,12,47233.64,388952.23,402168
14715,PPL Electric Utilities Corp,PA,2012,1,111949,963410,821910
14715,PPL Electric Utilities Corp,PA,2012,2,108196,927505,824509
14715,PPL Electric Utilities Corp,PA,2012,3,95122,830417,827380
14715,PPL Electric Utilities Corp,PA,2012,4,73633,649724,830825
14715,PPL Electric Utilities Corp,PA,2012,5,69726,610087,835201
14715,PPL Electric Utilities Corp,PA,2012,6,78574,663488,834376
14715,PPL Electric Utilities Corp,PA,2012,7,101198,818620,832974
14715,PPL Electric Utilities Corp,PA,2012,8,102549,831380,828952
14715,PPL Electric Utilities Corp,PA,2012,9,91855,733039,822066
14715,PPL Electric Utilities Corp,PA,2012,10,78858,611443,817337
14715,PPL Electric Utilities Corp,PA,2012,11,83601,653283,814790
14715,PPL Electric Utilities Corp,PA,2012,12,102114,830520,807438
14716,Pennsylvania Power Co,PA,2012,1,19310.64,178512.25,121215
14716,Pennsylvania Power Co,PA,2012,2,16301.08,149050.13,120083
14716,Pennsylvania Power Co,PA,2012,3,12768.9,132113.82,118899
14716,Pennsylvania Power Co,PA,2012,4,10667.35,106004.69,118252
14716,Pennsylvania Power Co,PA,2012,5,11934.3,118777.69,117592
14716,Pennsylvania Power Co,PA,2012,6,12357.23,136347.53,117227
14716,Pennsylvania Power Co,PA,2012,7,14052.91,152485.9,117407
14716,Pennsylvania Power Co,PA,2012,8,13639.99,148428.26,117118
14716,Pennsylvania Power Co,PA,2012,9,9993.46,109310.47,116820
14716,Pennsylvania Power Co,PA,2012,10,10299.91,112244.3,116377
14716,Pennsylvania Power Co,PA,2012,11,11374.58,125619.3,114860
14716,Pennsylvania Power Co,PA,2012,12,14050.88,154398.92,113668
14724,Pennyrile Rural Electric Coop,KY,2012,1,10191,101137,47038
14724,Pennyrile Rural Electric Coop,KY,2012,2,9869,101211,47038
14724,Pennyrile Rural Electric Coop,KY,2012,3,8355,85774,47058
14724,Pennyrile Rural Electric Coop,KY,2012,4,7714,78645,46969
14724,Pennyrile Rural Electric Coop,KY,2012,5,8653,88458,47041
14724,Pennyrile Rural Electric Coop,KY,2012,6,10631,102232,47064
14724,Pennyrile Rural Electric Coop,KY,2012,7,12168,116842,47149
14724,Pennyrile Rural Electric Coop,KY,2012,8,11431,112123,47103
14724,Pennyrile Rural Electric Coop,KY,2012,9,10167,95786,47029
14724,Pennyrile Rural Electric Coop,KY,2012,10,8058,80623,46933
14724,Pennyrile Rural Electric Coop,KY,2012,11,9121,90236,46967
14724,Pennyrile Rural Electric Coop,KY,2012,12,9637,89946,46768
14940,PECO Energy Co,PA,2012,1,193969.45,1369179.88,1189422
14940,PECO Energy Co,PA,2012,2,164742.32,1157156.58,1181669
14940,PECO Energy Co,PA,2012,3,144462.49,998157.54,1174563
14940,PECO Energy Co,PA,2012,4,126354.06,852116.02,1165713
14940,PECO Energy Co,PA,2012,5,122350.03,820255.69,1148077
14940,PECO Energy Co,PA,2012,6,157383.96,1021845.1,1137947
14940,PECO Energy Co,PA,2012,7,189925.71,1376686.65,1129942
14940,PECO Energy Co,PA,2012,8,191104.1,1366787.9,1121456
14940,PECO Energy Co,PA,2012,9,164907.94,1178946.77,1113737
14940,PECO Energy Co,PA,2012,10,127640.85,845914.09,1108498
14940,PECO Energy Co,PA,2012,11,127093.83,840598.32,1093385
14940,PECO Energy Co,PA,2012,12,152402.28,1044139.72,1082817
15040,City of Pierre - (SD),SD,2012,1,1243.58,17532.26,7147
15040,City of Pierre - (SD),SD,2012,2,1127.98,15443.99,7147
15040,City of Pierre - (SD),SD,2012,3,1058.66,14150.33,7145
15040,City of Pierre - (SD),SD,2012,4,1074.61,14663.14,7209
15040,City of Pierre - (SD),SD,2012,5,910.11,11967.88,7195
15040,City of Pierre - (SD),SD,2012,6,961.35,12521.39,7211
15040,City of Pierre - (SD),SD,2012,7,1447.19,18786.21,7221
15040,City of Pierre - (SD),SD,2012,8,1528.26,19971.49,7212
15040,City of Pierre - (SD),SD,2012,9,1450.5,18637.7,7267
15040,City of Pierre - (SD),SD,2012,10,967.15,12616.45,7211
15040,City of Pierre - (SD),SD,2012,11,925.08,12267.84,7211
15040,City of Pierre - (SD),SD,2012,12,1151.71,15509.91,7229
15045,Pike County Light & Power Co,PA,2012,1,330.88,2686.3,1527
15045,Pike County Light & Power Co,PA,2012,2,299.86,2427.06,1554
15045,Pike County Light & Power Co,PA,2012,3,  -   ,  -   ,1569
15045,Pike County Light & Power Co,PA,2012,4,157.79,2136.02,1585
15045,Pike County Light & Power Co,PA,2012,5,217.8,2370.38,1593
15045,Pike County Light & Power Co,PA,2012,6,257.51,2469.33,1597
15045,Pike County Light & Power Co,PA,2012,7,285.4,2925.4,1645
15045,Pike County Light & Power Co,PA,2012,8,270.68,2861.67,1699
15045,Pike County Light & Power Co,PA,2012,9,289.14,2267.59,1430
15045,Pike County Light & Power Co,PA,2012,10,232.45,2095.45,1750
15045,Pike County Light & Power Co,PA,2012,11,278.23,2551.26,1796
15045,Pike County Light & Power Co,PA,2012,12,454.13,2943.33,1835
15086,Pioneer Power and Light Co,WI,2012,1,192,1471,2169
15086,Pioneer Power and Light Co,WI,2012,2,165,1351,2162
15086,Pioneer Power and Light Co,WI,2012,3,156,1200,2166
15086,Pioneer Power and Light Co,WI,2012,4,143,1079,2162
15086,Pioneer Power and Light Co,WI,2012,5,133,1009,2175
15086,Pioneer Power and Light Co,WI,2012,6,181,1341,2182
15086,Pioneer Power and Light Co,WI,2012,7,319,2262,2186
15086,Pioneer Power and Light Co,WI,2012,8,231,1827,2193
15086,Pioneer Power and Light Co,WI,2012,9,213,1589,2190
15086,Pioneer Power and Light Co,WI,2012,10,162,1170,2187
15086,Pioneer Power and Light Co,WI,2012,11,166,1238,2219
15086,Pioneer Power and Light Co,WI,2012,12,168,1827,2193
15248,Portland General Electric Co,OR,2012,1,154380.19,1668438.31,824089
15248,Portland General Electric Co,OR,2012,2,139542.94,1521522.15,824071
15248,Portland General Electric Co,OR,2012,3,147359.36,1611931.98,824341
15248,Portland General Electric Co,OR,2012,4,127587.95,1409267.67,824871
15248,Portland General Electric Co,OR,2012,5,125490.74,1409681.06,827431
15248,Portland General Electric Co,OR,2012,6,118762.97,1336604.79,827983
15248,Portland General Electric Co,OR,2012,7,129279.07,1444257.06,828248
15248,Portland General Electric Co,OR,2012,8,139164.83,1557473.47,828228
15248,Portland General Electric Co,OR,2012,9,121034.46,1358797.19,828769
15248,Portland General Electric Co,OR,2012,10,130023.57,1449780.3,829488
15248,Portland General Electric Co,OR,2012,11,137120.92,1493485.33,828244
15248,Portland General Electric Co,OR,2012,12,154070.33,1683195.38,827856
15257,"Poudre Valley R  E  A, Inc",CO,2012,1,7594.53,80894.37,35311
15257,"Poudre Valley R  E  A, Inc",CO,2012,2,7377.64,76850.82,35368
15257,"Poudre Valley R  E  A, Inc",CO,2012,3,7608.3,83103.15,35354
15257,"Poudre Valley R  E  A, Inc",CO,2012,4,7784.19,82880.37,35156
15257,"Poudre Valley R  E  A, Inc",CO,2012,5,7991.48,85823.58,35163
15257,"Poudre Valley R  E  A, Inc",CO,2012,6,8659.19,93067.94,35384
15257,"Poudre Valley R  E  A, Inc",CO,2012,7,9221.18,100755.08,35036
15257,"Poudre Valley R  E  A, Inc",CO,2012,8,8924.08,96643.85,35026
15257,"Poudre Valley R  E  A, Inc",CO,2012,9,8203.56,87681.4,35307
15257,"Poudre Valley R  E  A, Inc",CO,2012,10,7830.96,83604.38,35354
15257,"Poudre Valley R  E  A, Inc",CO,2012,11,7317.27,78306.65,35379
15257,"Poudre Valley REA, Inc",CO,2012,12,7786.32,80062.34,34713
15263,The Potomac Edison Company,MD,2012,1,39498.19,388966.87,227210
15263,The Potomac Edison Company,WV,2012,1,29538.88,337149.36,136242
15263,The Potomac Edison Company,MD,2012,2,36416.01,364797.4,226536
15263,The Potomac Edison Company,WV,2012,2,28256.9,326798.5,136248
15263,The Potomac Edison Company,MD,2012,3,28179.06,275263.95,226471
15263,The Potomac Edison Company,WV,2012,3,23116.84,263536.57,136326
15263,The Potomac Edison Company,MD,2012,4,25474.08,254525.99,222439
15263,The Potomac Edison Company,WV,2012,4,16701.89,206773.45,135617
15263,The Potomac Edison Company,MD,2012,5,24105.79,233772.68,220991
15263,The Potomac Edison Company,WV,2012,5,22012.47,243785.29,135585
15263,The Potomac Edison Company,MD,2012,6,27374.17,308471.24,219668
15263,The Potomac Edison Company,WV,2012,6,21209.84,267571.29,135669
15263,The Potomac Edison Company,MD,2012,7,31657.57,328041.75,219290
15263,The Potomac Edison Company,WV,2012,7,24260.98,281471.12,135755
15263,The Potomac Edison Company,MD,2012,8,32852.94,330790.45,217799
15263,The Potomac Edison Company,WV,2012,8,23000.87,266974.37,135773
15263,The Potomac Edison Company,MD,2012,9,26072.15,276170.84,217063
15263,The Potomac Edison Company,WV,2012,9,22270.96,280717.2,135697
15263,The Potomac Edison Company,MD,2012,10,27357.42,282320.62,215835
15263,The Potomac Edison Company,WV,2012,10,22228.49,263808.72,135780
15263,The Potomac Edison Company,MD,2012,11,33155.41,311290.3,214927
15263,The Potomac Edison Company,WV,2012,11,25023.44,281789.24,135895
15263,The Potomac Edison Company,MD,2012,12,32351.17,316244.24,214160
15263,The Potomac Edison Company,WV,2012,12,28843.57,325954.02,135931
15270,Potomac Electric Power Co,DC,2012,1,32078.33,260157.18,229923
15270,Potomac Electric Power Co,MD,2012,1,71751.1,600058.29,412362
15270,Potomac Electric Power Co,DC,2012,2,27462.53,225521.59,229324
15270,Potomac Electric Power Co,MD,2012,2,61124.32,504491.13,411834
15270,Potomac Electric Power Co,DC,2012,3,24638.4,200354.63,228356
15270,Potomac Electric Power Co,MD,2012,3,52658.59,442167.49,411769
15270,Potomac Electric Power Co,DC,2012,4,22453.86,172847.82,226974
15270,Potomac Electric Power Co,MD,2012,4,44043.54,371252.89,409185
15270,Potomac Electric Power Co,DC,2012,5,26574.13,203060.23,225107
15270,Potomac Electric Power Co,MD,2012,5,52837.97,443033.47,407130
15270,Potomac Electric Power Co,DC,2012,6,32987.24,250475.43,222484
15270,Potomac Electric Power Co,MD,2012,6,67696.3,500307.69,404666
15270,Potomac Electric Power Co,DC,2012,7,40526.96,335391.67,220776
15270,Potomac Electric Power Co,MD,2012,7,92307.06,698158.68,401271
15270,Potomac Electric Power Co,DC,2012,8,39014.49,321200.17,218671
15270,Potomac Electric Power Co,MD,2012,8,83760.98,629827.98,401564
15270,Potomac Electric Power Co,DC,2012,9,27810.57,228449.96,219043
15270,Potomac Electric Power Co,MD,2012,9,62989.14,472148.57,402426
15270,Potomac Electric Power Co,DC,2012,10,24162.9,188037.11,220371
15270,Potomac Electric Power Co,MD,2012,10,49755.88,370186.55,401361
15270,Potomac Electric Power Co,DC,2012,11,21262.4,194695.76,221055
15270,Potomac Electric Power Co,MD,2012,11,45624.75,423684.82,397992
15270,Potomac Electric Power Co,DC,2012,12,27767.79,228538.7,220623
15270,Potomac Electric Power Co,MD,2012,12,61220.57,504727.83,397239
15444,Provo City Corp,UT,2012,1,4906,61893,35181
15444,Provo City Corp,UT,2012,2,4857,62007,35199
15444,Provo City Corp,UT,2012,3,4708,58725,35177
15444,Provo City Corp,UT,2012,4,4635,58432,35427
15444,Provo City Corp,UT,2012,5,4567,56261,35616
15444,Provo City Corp,UT,2012,6,5033,63244,35425
15444,Provo City Corp,UT,2012,7,6248,75168,35370
15444,Provo City Corp,UT,2012,8,6862,82518,35866
15444,Provo City Corp,UT,2012,9,6646,79572,35839
15444,Provo City Corp,UT,2012,10,5305,63057,35386
15444,Provo City Corp,UT,2012,11,5022,60067,35345
15444,Provo City Corp,UT,2012,12,4900,58837,35452
15466,Public Service Co of Colorado,CO,2012,1,193522.6,2391948,1376686
15466,Public Service Co of Colorado,CO,2012,2,185609.06,2240806,1377535
15466,Public Service Co of Colorado,CO,2012,3,187407.76,2247722,1379525
15466,Public Service Co of Colorado,CO,2012,4,176318.58,2126310,1379597
15466,Public Service Co of Colorado,CO,2012,5,194717.9,2263395,1379879
15466,Public Service Co of Colorado,CO,2012,6,253407.46,2599854,1379735
15466,Public Service Co of Colorado,CO,2012,7,289423.45,2894644,1380106
15466,Public Service Co of Colorado,CO,2012,8,266627,2711144,1381096
15466,Public Service Co of Colorado,CO,2012,9,227034.97,2354431,1380946
15466,Public Service Co of Colorado,CO,2012,10,205283.62,2248597,1383075
15466,Public Service Co of Colorado,CO,2012,11,206718.65,2254391,1383907
15466,Public Service Co of Colorado,CO,2012,12,217443.6,2452792,1385661
15470,Duke Energy Indiana Inc,IN,2012,1,212206,2524630.87,790513
15470,Duke Energy Indiana Inc,IN,2012,2,195140.56,2295844.75,787095
15470,Duke Energy Indiana Inc,IN,2012,3,187498.93,2180027.26,787403
15470,Duke Energy Indiana Inc,IN,2012,4,172352.88,1920058.15,787738
15470,Duke Energy Indiana Inc,IN,2012,5,206170.64,2328309.2,785366
15470,Duke Energy Indiana Inc,IN,2012,6,212863.33,2495965.42,786657
15470,Duke Energy Indiana Inc,IN,2012,7,214718.85,2771369.14,788528
15470,Duke Energy Indiana Inc,IN,2012,8,211363.62,2609090.75,780448
15470,Duke Energy Indiana Inc,IN,2012,9,171003.81,2103851.24,787594
15470,Duke Energy Indiana Inc,IN,2012,10,179007.73,2099722.24,786699
15470,Duke Energy Indiana Inc,IN,2012,11,178362.98,2175507.11,788618
15470,Duke Energy Indiana Inc,IN,2012,12,187648.26,2277447.84,794788
15472,Public Service Co of NH,NH,2012,1,74032.58,456047.68,484362
15472,Public Service Co of NH,NH,2012,2,67757.72,419840.17,484007
15472,Public Service Co of NH,NH,2012,3,64506.62,396888.81,483688
15472,Public Service Co of NH,NH,2012,4,59708.73,359703.82,482044
15472,Public Service Co of NH,NH,2012,5,56545.18,328297.32,483111
15472,Public Service Co of NH,NH,2012,6,60935.85,356942.92,481043
15472,Public Service Co of NH,NH,2012,7,72465.09,437871.91,479333
15472,Public Service Co of NH,NH,2012,8,75411.64,469373.69,474594
15472,Public Service Co of NH,NH,2012,9,64659.45,393128.97,468007
15472,Public Service Co of NH,NH,2012,10,54586.08,323757.07,462487
15472,Public Service Co of NH,NH,2012,11,54952.56,326679.08,455690
15472,Public Service Co of NH,NH,2012,12,61274.48,373064.95,452697
15473,Public Service Co of NM,NM,2012,1,76845,774770,504903
15473,Public Service Co of NM,NM,2012,2,69784,715841,504868
15473,Public Service Co of NM,NM,2012,3,69173,715941,505287
15473,Public Service Co of NM,NM,2012,4,64400,679279,505237
15473,Public Service Co of NM,NM,2012,5,71805,753831,505505
15473,Public Service Co of NM,NM,2012,6,96808,886941,505424
15473,Public Service Co of NM,NM,2012,7,102694,923697,505445
15473,Public Service Co of NM,NM,2012,8,104368,937799,505586
15473,Public Service Co of NM,NM,2012,9,77181,773349,505745
15473,Public Service Co of NM,NM,2012,10,71094,729763,506136
15473,Public Service Co of NM,NM,2012,11,69781,709107,506342
15473,Public Service Co of NM,NM,2012,12,81080,795897,506663
15474,Public Service Co of Oklahoma,OK,2012,1,92229,1375643,533482
15474,Public Service Co of Oklahoma,OK,2012,2,88924,1271506,534149
15474,Public Service Co of Oklahoma,OK,2012,3,86823,1284197,534527
15474,Public Service Co of Oklahoma,OK,2012,4,83812,1260242,534805
15474,Public Service Co of Oklahoma,OK,2012,5,102281,1559919,535031
15474,Public Service Co of Oklahoma,OK,2012,6,105265,1733684,535150
15474,Public Service Co of Oklahoma,OK,2012,7,125852,2129387,535856
15474,Public Service Co of Oklahoma,OK,2012,8,120044,1905077,536756
15474,Public Service Co of Oklahoma,OK,2012,9,98185,1545037,534811
15474,Public Service Co of Oklahoma,OK,2012,10,79635,1301480,534452
15474,Public Service Co of Oklahoma,OK,2012,11,65660,1204734,535444
15474,Public Service Co of Oklahoma,OK,2012,12,75127,1392656,534914
15477,Public Service Elec & Gas Co,NJ,2012,1,279127,1821955,1940288
15477,Public Service Elec & Gas Co,NJ,2012,2,229766.19,1544496,1914162
15477,Public Service Elec & Gas Co,NJ,2012,3,207878,1447289,1914691
15477,Public Service Elec & Gas Co,NJ,2012,4,190641,1299577,1905972
15477,Public Service Elec & Gas Co,NJ,2012,5,230371,1560674,1888238
15477,Public Service Elec & Gas Co,NJ,2012,6,273039,1800874,1879499
15477,Public Service Elec & Gas Co,NJ,2012,7,364819,2302777,1878770
15477,Public Service Elec & Gas Co,NJ,2012,8,338704,2207831,1871179
15477,Public Service Elec & Gas Co,NJ,2012,9,238095,1614993,1875160
15477,Public Service Elec & Gas Co,NJ,2012,10,185594,1325365,1855434
15477,Public Service Elec & Gas Co,NJ,2012,11,197554,1398090,1847357
15477,Public Service Elec & Gas Co,NJ,2012,12,204129,1452870,1910586
15500,Puget Sound Energy Inc,WA,2012,1,219330.57,2191343.05,1087114
15500,Puget Sound Energy Inc,WA,2012,2,203859.25,2057181.26,1087992
15500,Puget Sound Energy Inc,WA,2012,3,202171.72,2042696.94,1088548
15500,Puget Sound Energy Inc,WA,2012,4,176048.23,1794713.78,1088836
15500,Puget Sound Energy Inc,WA,2012,5,153512.82,1584930.76,1088674
15500,Puget Sound Energy Inc,WA,2012,6,151305.93,1544472.79,1088843
15500,Puget Sound Energy Inc,WA,2012,7,147107.96,1499120.98,1088711
15500,Puget Sound Energy Inc,WA,2012,8,152927.68,1569776.37,1089115
15500,Puget Sound Energy Inc,WA,2012,9,149983.52,1535952.78,1089349
15500,Puget Sound Energy Inc,WA,2012,10,154051.18,1546250.63,1090406
15500,Puget Sound Energy Inc,WA,2012,11,179759.29,1775060.3,1091378
15500,Puget Sound Energy Inc,WA,2012,12,205914.88,2033363.14,1092281
15748,Town of Reading - (MA),MA,2012,1,6825,56361,29079
15748,Town of Reading - (MA),MA,2012,2,5999,51636,29073
15748,Town of Reading - (MA),MA,2012,3,6054,52636,29089
15748,Town of Reading - (MA),MA,2012,4,5990,53016,29142
15748,Town of Reading - (MA),MA,2012,5,5551,49149,29151
15748,Town of Reading - (MA),MA,2012,6,6689,58950,29166
15748,Town of Reading - (MA),MA,2012,7,8127,73200,29166
15748,Town of Reading - (MA),MA,2012,8,6987,60963,29231
15748,Town of Reading - (MA),MA,2012,9,8097,73221,29237
15748,Town of Reading - (MA),MA,2012,10,5645,50105,29234
15748,Town of Reading - (MA),MA,2012,11,6230,54552,29239
15748,Town of Reading - (MA),MA,2012,12,6512,54080,29247
16181,Rochester Public Utilities,MN,2012,1,9947.89,100765.47,49442
16181,Rochester Public Utilities,MN,2012,2,9375.49,94095.32,49449
16181,Rochester Public Utilities,MN,2012,3,9484.19,96470.9,49553
16181,Rochester Public Utilities,MN,2012,4,8971.29,89621.11,49670
16181,Rochester Public Utilities,MN,2012,5,9603.61,98273.71,49680
16181,Rochester Public Utilities,MN,2012,6,11716.69,115054.96,49669
16181,Rochester Public Utilities,MN,2012,7,14954.49,137722.92,49751
16181,Rochester Public Utilities,MN,2012,8,12973.92,120058.66,49838
16181,Rochester Public Utilities,MN,2012,9,10625.28,94458.93,49905
16181,Rochester Public Utilities,MN,2012,10,10279.06,101613.07,49894
16181,Rochester Public Utilities,MN,2012,11,8725.09,88649.24,49956
16181,Rochester Public Utilities,MN,2012,12,9581.83,93658.72,49990
16183,Rochester Gas & Electric Corp,NY,2012,1,28227,239307,266073
16183,Rochester Gas & Electric Corp,NY,2012,2,24212,220385,265926
16183,Rochester Gas & Electric Corp,NY,2012,3,25296,214168,266389
16183,Rochester Gas & Electric Corp,NY,2012,4,20048,179058,266233
16183,Rochester Gas & Electric Corp,NY,2012,5,24193,197996,266360
16183,Rochester Gas & Electric Corp,NY,2012,6,25655,218915,267658
16183,Rochester Gas & Electric Corp,NY,2012,7,32995,278453,267028
16183,Rochester Gas & Electric Corp,NY,2012,8,32529,257279,267674
16183,Rochester Gas & Electric Corp,NY,2012,9,24280,193816,267618
16183,Rochester Gas & Electric Corp,NY,2012,10,24515,188290,266387
16183,Rochester Gas & Electric Corp,NY,2012,11,24098,205030,266118
16183,Rochester Gas & Electric Corp,NY,2012,12,27031,220809,265851
16213,Rockland Electric Co,NJ,2012,1,13036.45,85755.4,66858
16213,Rockland Electric Co,NJ,2012,2,10972.2,72149.94,66714
16213,Rockland Electric Co,NJ,2012,3,10706.47,69378.14,66433
16213,Rockland Electric Co,NJ,2012,4,10299.33,66724.96,66138
16213,Rockland Electric Co,NJ,2012,5,12776.4,83002.98,65700
16213,Rockland Electric Co,NJ,2012,6,14936.01,96539.48,65383
16213,Rockland Electric Co,NJ,2012,7,20562.88,123107.19,65136
16213,Rockland Electric Co,NJ,2012,8,18605.29,111060.61,64951
16213,Rockland Electric Co,NJ,2012,9,14660.11,81930.02,64681
16213,Rockland Electric Co,NJ,2012,10,11234.99,64265.14,64597
16213,Rockland Electric Co,NJ,2012,11,10618.91,61808.84,64304
16213,Rockland Electric Co,NJ,2012,12,12104.22,75655.99,64089
16286,Rosebud Electric Coop Inc,SD,2012,1,696.9,8661,5321
16286,Rosebud Electric Coop Inc,SD,2012,2,768.1,9145,5311
16286,Rosebud Electric Coop Inc,SD,2012,3,632.3,7163,5310
16286,Rosebud Electric Coop Inc,SD,2012,4,497,5107,5325
16286,Rosebud Electric Coop Inc,SD,2012,5,458.7,4520,5344
16286,Rosebud Electric Coop Inc,SD,2012,6,510,5099,5353
16286,Rosebud Electric Coop Inc,SD,2012,7,637,6805,5370
16286,Rosebud Electric Coop Inc,SD,2012,8,626,6655,5387
16286,Rosebud Electric Coop Inc,SD,2012,9,540,5534,5395
16286,Rosebud Electric Coop Inc,SD,2012,10,501,5105,5389
16286,Rosebud Electric Coop Inc,SD,2012,11,686,7481,5381
16286,Rosebud Electric Coop Inc,SD,2012,12,662,7525,5378
16496,Rutherford Elec Member Corp,NC,2012,1,10650,107766,67336
16496,Rutherford Elec Member Corp,NC,2012,2,11259,110672,67327
16496,Rutherford Elec Member Corp,NC,2012,3,10928,97134,67403
16496,Rutherford Elec Member Corp,NC,2012,4,9254,77675,67388
16496,Rutherford Elec Member Corp,NC,2012,5,8714,79042,67328
16496,Rutherford Elec Member Corp,NC,2012,6,8790,92002,67356
16496,Rutherford Elec Member Corp,NC,2012,7,10734,111143,67420
16496,Rutherford Elec Member Corp,NC,2012,8,13474,115487,67463
16496,Rutherford Elec Member Corp,NC,2012,9,11221,102282,67453
16496,Rutherford Elec Member Corp,NC,2012,10,9587,82676,67428
16496,Rutherford Elec Member Corp,NC,2012,11,9218,85197,67450
16496,Rutherford Elec Member Corp,NC,2012,12,10305,98931,67490
16534,Sacramento Municipal Util Dist,CA,2012,1,100633.69,874171.2,600074
16534,Sacramento Municipal Util Dist,CA,2012,2,85782.93,775042.78,600451
16534,Sacramento Municipal Util Dist,CA,2012,3,87359.26,789414.7,601029
16534,Sacramento Municipal Util Dist,CA,2012,4,84521.26,755643.87,601317
16534,Sacramento Municipal Util Dist,CA,2012,5,93487.36,831472.71,601277
16534,Sacramento Municipal Util Dist,CA,2012,6,108942.59,910585.85,601355
16534,Sacramento Municipal Util Dist,CA,2012,7,138636.21,1017509.71,602338
16534,Sacramento Municipal Util Dist,CA,2012,8,148444.76,1112672.64,602504
16534,Sacramento Municipal Util Dist,CA,2012,9,121703.15,933060.48,603177
16534,Sacramento Municipal Util Dist,CA,2012,10,101234.35,840127.69,603733
16534,Sacramento Municipal Util Dist,CA,2012,11,77413.66,753138.68,604015
16534,Sacramento Municipal Util Dist,CA,2012,12,97303.23,861929.12,604017
16565,Salmon River Electric Coop Inc,ID,2012,1,986,25385,2556
16565,Salmon River Electric Coop Inc,ID,2012,2,1009,23233,2541
16565,Salmon River Electric Coop Inc,ID,2012,3,1037,23999,2560
16565,Salmon River Electric Coop Inc,ID,2012,4,1017,20801,2753
16565,Salmon River Electric Coop Inc,ID,2012,5,859,23410,2773
16565,Salmon River Electric Coop Inc,ID,2012,6,797,21519,2772
16565,Salmon River Electric Coop Inc,ID,2012,7,927,23755,2791
16565,Salmon River Electric Coop Inc,ID,2012,8,1083,23727,2790
16565,Salmon River Electric Coop Inc,ID,2012,9,1002,22340,2784
16565,Salmon River Electric Coop Inc,ID,2012,10,841,20541,2805
16565,Salmon River Electric Coop Inc,ID,2012,11,859,22164,2592
16565,Salmon River Electric Coop Inc,ID,2012,12,897,23231,2609
16572,Salt River Project,AZ,2012,1,147588,1849608,967900
16572,Salt River Project,AZ,2012,2,137235,1714911,974005
16572,Salt River Project,AZ,2012,3,138812,1721642,966062
16572,Salt River Project,AZ,2012,4,166564,1930399,956683
16572,Salt River Project,AZ,2012,5,232921,2338185,955229
16572,Salt River Project,AZ,2012,6,289209,2781834,955079
16572,Salt River Project,AZ,2012,7,321974,2983278,955603
16572,Salt River Project,AZ,2012,8,334450,3150308,957644
16572,Salt River Project,AZ,2012,9,258832,2618597,959292
16572,Salt River Project,AZ,2012,10,200014,2108525,965707
16572,Salt River Project,AZ,2012,11,144926,1735570,971204
16572,Salt River Project,AZ,2012,12,159833,1937409,974203
16603,"San Luis Valley R E C, Inc",CO,2012,1,1746,13685,12236
16603,"San Luis Valley R E C, Inc",CO,2012,2,1493,11213,12233
16603,"San Luis Valley R E C, Inc",CO,2012,3,1487,11214,12227
16603,"San Luis Valley R E C, Inc",CO,2012,4,2696,9806,12227
16603,"San Luis Valley R E C, Inc",CO,2012,5,2535,16400,12239
16603,"San Luis Valley R E C, Inc",CO,2012,6,3401,24738,12241
16603,"San Luis Valley R E C, Inc",CO,2012,7,4304,33631,12242
16603,"San Luis Valley R E C, Inc",CO,2012,8,3855,33341,12239
16603,"San Luis Valley R E C, Inc",CO,2012,9,2879,23557,12244
16603,"San Luis Valley R E C, Inc",CO,2012,10,1747,12769,12243
16603,"San Luis Valley R E C, Inc",CO,2012,11,1539,11187,12244
16603,"San Luis Valley R E C, Inc",CO,2012,12,1414,10455,12246
16604,City of San Antonio - (TX),TX,2012,1,128629,1574245,728296
16604,City of San Antonio - (TX),TX,2012,2,116062,1374381,729549
16604,City of San Antonio - (TX),TX,2012,3,107994,1394108,731940
16604,City of San Antonio - (TX),TX,2012,4,127468.52,1503390.47,731587
16604,City of San Antonio - (TX),TX,2012,5,129785.52,1664545.04,732425
16604,City of San Antonio - (TX),TX,2012,6,179786.75,2051444.3,732786
